WBAN,USAF,YR--MODAHRMN,DIR,SPD,GUS,CLG,SKC,L,M,H,VSB,MW,MW.1,MW.2,MW.3,AW,AW.1,AW.2,AW.3,W,TEMP,DEWP,SLP,ALT,STP,MAX,MIN,PCP01,PCP06,PCP24,PCPXX,SD
99999,28450,201705010000,174.00,10.00,14.00,,,,,,2.20,,,,,67.00,,,,8.00,31.00,31.00,1009.20,,984.10,,,,,,,35.00
99999,28450,201705010020,180.00,10.00,,4.00,,,,,2.90,,,,,10.00,,,,,30.00,30.00,,29.74,,,,,,,,
99999,28450,201705010050,190.00,10.00,,4.00,,,,,2.10,,,,,10.00,,,,,30.00,30.00,,29.74,,,,,,,,
99999,28450,201705010100,188.00,12.00,16.00,,,,,,3.20,,,,,77.00,,,,,31.00,30.00,1009.10,,984.00,,,,,,,35.00
99999,28450,201705010120,200.00,13.00,,2.00,OBS,,,,1.80,,,,,72.00,,,,,30.00,30.00,,29.74,,,,,,,,
99999,28450,201705010150,200.00,14.00,,2.00,OBS,,,,2.10,,,,,10.00,,,,,30.00,30.00,,29.74,,,,,,,,
99999,28450,201705010200,200.00,15.00,20.00,,,,,,1.70,,,,,61.00,,,,,31.00,31.00,1009.20,,984.10,,,,,,,35.00
99999,28450,201705010220,210.00,14.00,,1.00,OBS,,,,0.30,,,,,35.00,,,,,30.00,30.00,,29.77,,,,,,,,
99999,28450,201705010250,210.00,14.00,,1.00,OBS,,,,0.20,,,,,35.00,,,,,30.00,30.00,,29.77,,,,,,,,
99999,28450,201705010300,203.00,13.00,18.00,,,,,,0.50,,,,,85.00,,,,8.00,31.00,31.00,1009.60,,984.50,,,,,,,35.00
99999,28450,201705010320,210.00,15.00,,1.00,OBS,,,,1.30,,,,,10.00,,,,,30.00,30.00,,29.77,,,,,,,,
99999,28450,201705010350,210.00,14.00,,2.00,OBS,,,,1.80,,,,,10.00,,,,,30.00,30.00,,29.77,,,,,,,,
99999,28450,201705010400,199.00,14.00,19.00,,,,,,3.20,,,,,71.00,,,,,31.00,31.00,1009.90,,984.80,,,,,,,35.00
99999,28450,201705010420,210.00,14.00,,2.00,OBS,,,,2.30,,,,,10.00,,,,,30.00,30.00,,29.77,,,,,,,,
99999,28450,201705010450,210.00,17.00,,1.00,,,,,3.10,,,,,45.00,,,,,30.00,30.00,,29.80,,,,,,,,
99999,28450,201705010500,213.00,13.00,22.00,,,,,,1.60,,,,,61.00,,,,,31.00,31.00,1010.40,,985.30,,,,,,,35.00
99999,28450,201705010520,230.00,15.00,,1.00,OBS,,,,0.90,,,,,72.00,,,,,30.00,30.00,,29.80,,,,,,,,
99999,28450,201705010550,220.00,17.00,,1.00,,,,,0.90,,,,,27.00,,,,,30.00,30.00,,29.80,,,,,,,,
99999,28450,201705010600,216.00,11.00,18.00,,,,,,1.80,,,,,67.00,,,,8.00,31.00,30.00,1011.00,,985.80,34.00,31.00,,,,,35.00
99999,28450,201705010620,210.00,16.00,,5.00,,,,,3.80,,,,,85.00,,,,,30.00,30.00,,29.80,,,,,,,,
99999,28450,201705010650,220.00,17.00,,13.00,,,,,5.60,,,,,85.00,,,,,30.00,30.00,,29.83,,,,,,,,
99999,28450,201705010700,222.00,11.00,18.00,,,,,,4.00,,,,,61.00,,,,,30.00,30.00,1011.80,,986.60,,,,,,,35.00
99999,28450,201705010720,220.00,20.00,,8.00,,,,,6.20,,,,,71.00,,,,,30.00,28.00,,29.83,,,,,,,,
99999,28450,201705010750,220.00,18.00,,11.00,,,,,6.20,,,,,,,,,,32.00,28.00,,29.83,,,,,,,,
99999,28450,201705010800,210.00,13.00,19.00,,,,,,16.40,,,,,23.00,,,,,32.00,30.00,1012.40,,987.20,,,,,,,35.00
99999,28450,201705010820,220.00,18.00,,17.00,,,,,6.20,,,,,,,,,,32.00,30.00,,29.85,,,,,,,,
99999,28450,201705010850,220.00,16.00,,17.00,,,,,6.20,,,,,,,,,,34.00,28.00,,29.85,,,,,,,,
99999,28450,201705010900,216.00,13.00,17.00,,,,,,23.20,,,,,0.00,,,,8.00,34.00,31.00,1012.40,,987.40,,,,,,,35.00
99999,28450,201705010920,210.00,16.00,,26.00,,,,,6.20,,,,,,,,,,34.00,30.00,,29.85,,,,,,,,
99999,28450,201705010950,220.00,17.00,,28.00,,,,,6.20,,,,,,,,,,36.00,28.00,,29.85,,,,,,,,
99999,28450,201705011000,216.00,16.00,24.00,,,,,,23.40,,,,,0.00,,,,,37.00,29.00,1012.70,,987.80,,,,,,,35.00
99999,28450,201705011020,230.00,23.00,,39.00,,,,,6.20,,,,,,,,,,36.00,27.00,,29.85,,,,,,,,
99999,28450,201705011050,230.00,20.00,,37.00,,,,,6.20,,,,,,,,,,37.00,27.00,,29.88,,,,,,,,
99999,28450,201705011100,221.00,13.00,19.00,,,,,,20.10,,,,,0.00,,,,,37.00,27.00,1013.30,,988.40,,,,,,,35.00
99999,28450,201705011120,210.00,17.00,,37.00,,,,,6.20,,,,,,,,,,37.00,27.00,,29.88,,,,,,,,
99999,28450,201705011150,220.00,18.00,32.00,40.00,,,,,6.20,,,,,,,,,,39.00,25.00,,29.88,,,,,,,,
99999,28450,201705011200,216.00,14.00,24.00,,,,,,27.40,,,,,0.00,,,,8.00,40.00,25.00,1013.40,,988.60,,,,,,,35.00
99999,28450,201705011220,210.00,17.00,,44.00,,,,,6.20,,,,,,,,,,39.00,27.00,,29.88,,,,,,,,
99999,28450,201705011250,210.00,24.00,,43.00,,,,,6.20,,,,,,,,,,39.00,28.00,,29.88,,,,,,,,
99999,28450,201705011300,205.00,16.00,25.00,,,,,,28.10,,,,,0.00,,,,,41.00,27.00,1013.20,,988.50,,,,,,,35.00
99999,28450,201705011320,220.00,21.00,,42.00,,,,,6.20,,,,,,,,,,39.00,28.00,,29.88,,,,,,,,
99999,28450,201705011350,230.00,23.00,,55.00,,,,,6.20,,,,,61.00,,,,,41.00,27.00,,29.88,,,,,,,,
99999,28450,201705011400,234.00,13.00,22.00,,,,,,18.20,,,,,52.00,,,,,41.00,27.00,1013.30,,988.60,,,,,,,35.00
99999,28450,201705011420,230.00,26.00,,60.00,,,,,6.20,,,,,,,,,,41.00,28.00,,29.88,,,,,,,,
99999,28450,201705011450,220.00,16.00,,,,,,,,,,,,,,,,,41.00,28.00,,29.88,,,,,,,,
99999,28450,201705011500,211.00,13.00,18.00,,,,,,31.20,,,,,0.00,,,,8.00,42.00,27.00,1013.20,,988.50,,,,,,,35.00
99999,28450,201705011520,220.00,14.00,,,,,,,,,,,,,,,,,43.00,27.00,,29.88,,,,,,,,
99999,28450,201705011550,230.00,20.00,,,,,,,,,,,,,,,,,43.00,25.00,,29.88,,,,,,,,
99999,28450,201705011600,229.00,15.00,24.00,,,,,,31.20,,,,,0.00,,,,,44.00,24.00,1013.00,,988.50,,,,,,,35.00
99999,28450,201705011620,230.00,18.00,,,,,,,,,,,,,,,,,43.00,25.00,,29.88,,,,,,,,
99999,28450,201705011650,240.00,20.00,,,,,,,,,,,,,,,,,43.00,25.00,,29.88,,,,,,,,
99999,28450,201705011700,232.00,15.00,25.00,,,,,,31.20,,,,,0.00,,,,,43.00,25.00,1013.30,,988.70,,,,,,,35.00
99999,28450,201705011720,240.00,18.00,30.00,,,,,,,,,,,,,,,,43.00,25.00,,29.88,,,,,,,,
99999,28450,201705011750,230.00,16.00,,,,,,,,,,,,,,,,,43.00,25.00,,29.88,,,,,,,,
99999,28450,201705011800,229.00,15.00,23.00,,,,,,31.20,,,,,0.00,,,,8.00,42.00,26.00,1013.60,,988.90,44.00,30.00,,,,,34.00
99999,28450,201705011820,240.00,17.00,,,,,,,,,,,,,,,,,41.00,27.00,,29.91,,,,,,,,
99999,28450,201705011850,240.00,16.00,,,,,,,,,,,,,,,,,41.00,27.00,,29.91,,,,,,,,
99999,28450,201705011900,235.00,12.00,19.00,,,,,,31.20,,,,,0.00,,,,,40.00,27.00,1014.10,,989.30,,,,,,,34.00
99999,28450,201705011920,240.00,16.00,,,,,,,,,,,,,,,,,39.00,27.00,,29.91,,,,,,,,
99999,28450,201705011950,240.00,15.00,,,,,,,,,,,,,,,,,39.00,27.00,,29.91,,,,,,,,
99999,28450,201705012000,233.00,10.00,15.00,,,,,,31.20,,,,,0.00,,,,,38.00,27.00,1014.50,,989.70,,,,,,,35.00
99999,28450,201705012020,990.00,15.00,,,,,,,,,,,,,,,,,39.00,27.00,,29.91,,,,,,,,
99999,28450,201705012050,240.00,17.00,,,,,,,,,,,,,,,,,37.00,27.00,,29.91,,,,,,,,
99999,28450,201705012100,231.00,11.00,16.00,,,,,,31.20,,,,,0.00,,,,0.00,38.00,27.00,1014.80,,989.90,,,,,,,35.00
99999,28450,201705012120,230.00,16.00,,,,,,,,,,,,,,,,,37.00,28.00,,29.91,,,,,,,,
99999,28450,201705012150,230.00,14.00,,,,,,,,,,,,,,,,,37.00,27.00,,29.91,,,,,,,,
99999,28450,201705012200,231.00,10.00,15.00,,,,,,31.20,,,,,0.00,,,,,37.00,27.00,1015.00,,990.00,,,,,,,35.00
99999,28450,201705012220,240.00,14.00,,,,,,,,,,,,,,,,,37.00,27.00,,29.94,,,,,,,,
99999,28450,201705012250,230.00,13.00,,,,,,,,,,,,,,,,,36.00,28.00,,29.94,,,,,,,,
99999,28450,201705012300,228.00,9.00,14.00,,,,,,31.20,,,,,0.00,,,,,36.00,28.00,1015.20,,990.20,,,,,,,34.00
99999,28450,201705012320,230.00,14.00,,,,,,,,,,,,,,,,,36.00,28.00,,29.94,,,,,,,,
99999,28450,201705012350,230.00,14.00,,,,,,,,,,,,,,,,,36.00,28.00,,29.94,,,,,,,,
99999,28450,201705020000,225.00,9.00,13.00,,,,,,31.20,,,,,0.00,,,,0.00,36.00,28.00,1015.40,,990.40,,,,,,,34.00
99999,28450,201705020020,230.00,14.00,,,,,,,,,,,,,,,,,36.00,28.00,,29.94,,,,,,,,
99999,28450,201705020050,230.00,13.00,,,,,,,,,,,,,,,,,36.00,27.00,,29.94,,,,,,,,
99999,28450,201705020100,234.00,9.00,12.00,,,,,,31.20,,,,,0.00,,,,,36.00,28.00,1015.60,,990.60,,,,,,,34.00
99999,28450,201705020120,250.00,11.00,,,,,,,,,,,,,,,,,36.00,27.00,,29.94,,,,,,,,
99999,28450,201705020150,250.00,13.00,,,,,,,,,,,,,,,,,36.00,27.00,,29.94,,,,,,,,
99999,28450,201705020200,243.00,8.00,13.00,,,,,,31.20,,,,,0.00,,,,,36.00,27.00,1015.80,,990.80,,,,,,,34.00
99999,28450,201705020220,240.00,9.00,,,,,,,,,,,,,,,,,36.00,27.00,,29.94,,,,,,,,
99999,28450,201705020250,250.00,13.00,,,,,,,,,,,,,,,,,37.00,27.00,,29.94,,,,,,,,
99999,28450,201705020300,255.00,10.00,18.00,,,,,,31.20,,,,,0.00,,,,0.00,37.00,26.00,1016.00,,991.00,,,,,,,34.00
99999,28450,201705020320,260.00,13.00,,,,,,,,,,,,,,,,,37.00,27.00,,29.97,,,,,,,,
99999,28450,201705020350,990.00,10.00,,,,,,,,,,,,,,,,,37.00,27.00,,29.97,,,,,,,,
99999,28450,201705020400,264.00,10.00,17.00,,,,,,31.20,,,,,0.00,,,,,38.00,27.00,1016.30,,991.30,,,,,,,34.00
99999,28450,201705020420,280.00,13.00,24.00,,,,,,,,,,,,,,,,37.00,27.00,,29.97,,,,,,,,
99999,28450,201705020450,280.00,13.00,,,,,,,6.20,,,,,,,,,,39.00,27.00,,29.97,,,,,,,,
99999,28450,201705020500,276.00,14.00,26.00,,,,,,31.20,,,,,0.00,,,,,39.00,26.00,1016.50,,991.60,,,,,,,34.00
99999,28450,201705020520,280.00,16.00,,,,,,,6.20,,,,,,,,,,39.00,27.00,,29.97,,,,,,,,
99999,28450,201705020550,990.00,11.00,,,,,,,6.20,,,,,,,,,,39.00,27.00,,29.97,,,,,,,,
99999,28450,201705020600,286.00,16.00,25.00,722.00,SCT,,,,31.20,3.00,,,,,,,,0.00,41.00,26.00,1016.90,,992.10,42.00,35.00,,,,,34.00
99999,28450,201705020620,300.00,13.00,,80.00,,,,,6.20,,,,,,,,,,39.00,25.00,,30.00,,,,,,,,
99999,28450,201705020650,990.00,13.00,24.00,,,,,,6.20,,,,,,,,,,41.00,27.00,,30.00,,,,,,,,
99999,28450,201705020700,283.00,15.00,27.00,,,,,,25.40,,,,,0.00,,,,,41.00,26.00,1017.50,,992.70,,,,,,,34.00
99999,28450,201705020720,300.00,13.00,,,,,,,6.20,,,,,,,,,,41.00,25.00,,30.00,,,,,,,,
99999,28450,201705020750,990.00,14.00,,,,,,,6.20,,,,,,,,,,41.00,25.00,,30.03,,,,,,,,
99999,28450,201705020800,288.00,16.00,25.00,,,,,,31.20,,,,,0.00,,,,,43.00,25.00,1018.00,,993.20,,,,,,,34.00
99999,28450,201705020820,310.00,14.00,,48.00,,,,,6.20,,,,,,,,,,41.00,25.00,,30.03,,,,,,,,
99999,28450,201705020850,300.00,15.00,,48.00,,,,,6.20,,,,,,,,,,41.00,25.00,,30.03,,,,,,,,
99999,28450,201705020900,294.00,15.00,23.00,,,,,,31.20,,,,,0.00,,,,0.00,43.00,25.00,1018.70,,994.00,,,,,,,34.00
99999,28450,201705020920,310.00,15.00,,200.00,,,,,6.20,83.00,,,,,,,,,43.00,25.00,,30.06,,,,,,,,
99999,28450,201705020950,990.00,17.00,29.00,,,,,,6.20,80.00,,,,,,,,,43.00,25.00,,30.06,,,,,,,,
99999,28450,201705021000,284.00,17.00,27.00,,,,,,29.70,,,,,0.00,,,,,45.00,24.00,1019.20,,994.50,,,,,,,34.00
99999,28450,201705021020,310.00,17.00,,48.00,,,,,6.20,16.00,,,,,,,,,43.00,23.00,,30.06,,,,,,,,
99999,28450,201705021050,300.00,17.00,,48.00,,,,,6.20,80.00,,,,,,,,,41.00,25.00,,30.09,,,,,,,,
99999,28450,201705021100,305.00,15.00,27.00,,,,,,23.70,,,,,0.00,,,,,42.00,26.00,1020.20,,995.40,,,,,,,34.00
99999,28450,201705021120,990.00,15.00,,48.00,,,,,6.20,16.00,,,,,,,,,43.00,25.00,,30.09,,,,,,,,
99999,28450,201705021150,310.00,17.00,,57.00,,,,,6.20,16.00,,,,,,,,,43.00,25.00,,30.09,,,,,,,,
99999,28450,201705021200,298.00,16.00,25.00,,BKN,,,,31.20,15.00,,,,,,,,8.00,44.00,24.00,1020.80,,996.10,,,,,,,34.00
99999,28450,201705021220,330.00,16.00,,47.00,,,,,6.20,,,,,81.00,,,,,39.00,27.00,,30.12,,,,,,,,
99999,28450,201705021250,320.00,17.00,,39.00,,,,,6.20,,,,,81.00,,,,,37.00,30.00,,30.15,,,,,,,,
99999,28450,201705021300,310.00,12.00,20.00,,,,,,29.50,,,,,81.00,,,,,39.00,32.00,1022.00,,997.00,,,,,,,33.00
99999,28450,201705021320,310.00,11.00,23.00,55.00,,,,,6.20,,,,,,,,,,41.00,28.00,,30.15,,,,,,,,
99999,28450,201705021350,330.00,15.00,,50.00,,,,,6.20,,,,,,,,,,39.00,27.00,,30.15,,,,,,,,
99999,28450,201705021400,322.00,17.00,28.00,,,,,,31.20,,,,,0.00,,,,,40.00,27.00,1022.60,,997.60,,,,,,,33.00
99999,28450,201705021420,330.00,14.00,,70.00,,,,,6.20,,,,,,,,,,39.00,27.00,,30.18,,,,,,,,
99999,28450,201705021450,330.00,14.00,,50.00,,,,,6.20,,,,,,,,,,39.00,27.00,,30.18,,,,,,,,
99999,28450,201705021500,310.00,19.00,29.00,,,,,,13.50,,,,,80.00,,,,8.00,40.00,27.00,1023.60,,998.60,,,,,,,33.00
99999,28450,201705021520,330.00,16.00,,40.00,,,,,6.20,,,,,,,,,,39.00,27.00,,30.18,,,,,,,,
99999,28450,201705021550,330.00,14.00,,,,,,,6.20,,,,,41.00,,,,,39.00,28.00,,30.21,,,,,,,,
99999,28450,201705021600,319.00,15.00,23.00,,,,,,31.20,,,,,0.00,,,,,38.00,28.00,1024.40,,999.30,,,,,,,33.00
99999,28450,201705021620,330.00,14.00,,32.00,,,,,6.20,,,,,,,,,,37.00,28.00,,30.21,,,,,,,,
99999,28450,201705021650,340.00,13.00,,50.00,,,,,6.20,,,,,,,,,,37.00,28.00,,30.21,,,,,,,,
99999,28450,201705021700,327.00,9.00,21.00,,,,,,31.20,,,,,22.00,,,,,38.00,28.00,1025.00,,999.90,,,,,,,33.00
99999,28450,201705021720,340.00,15.00,,46.00,,,,,6.20,,,,,,,,,,37.00,28.00,,30.24,,,,,,,,
99999,28450,201705021750,340.00,14.00,,48.00,,,,,6.20,,,,,,,,,,36.00,28.00,,30.24,,,,,,,,
99999,28450,201705021800,318.00,11.00,23.00,,,,,,31.20,,,,,0.00,,,,8.00,37.00,27.00,1025.70,,1000.50,45.00,36.00,,,,,33.00
99999,28450,201705021820,330.00,14.00,,,,,,,,,,,,,,,,,36.00,25.00,,30.24,,,,,,,,
99999,28450,201705021850,340.00,17.00,30.00,,,,,,,,,,,,,,,,36.00,23.00,,30.27,,,,,,,,
99999,28450,201705021900,325.00,14.00,25.00,,,,,,31.20,,,,,0.00,,,,,36.00,24.00,1026.30,,1001.00,,,,,,,33.00
99999,28450,201705021920,330.00,11.00,,,,,,,,,,,,,,,,,36.00,25.00,,30.27,,,,,,,,
99999,28450,201705021950,330.00,10.00,,41.00,,,,,6.20,,,,,,,,,,36.00,25.00,,30.27,,,,,,,,
99999,28450,201705022000,311.00,11.00,18.00,,,,,,30.20,,,,,0.00,,,,,36.00,24.00,1027.00,,1001.70,,,,,,,33.00
99999,28450,201705022020,330.00,13.00,,41.00,,,,,6.20,,,,,,,,,,36.00,25.00,,30.30,,,,,,,,
99999,28450,201705022050,330.00,10.00,,,,,,,,,,,,,,,,,34.00,25.00,,30.30,,,,,,,,
99999,28450,201705022100,305.00,10.00,15.00,,,,,,31.20,,,,,0.00,,,,0.00,35.00,24.00,1027.60,,1002.20,,,,,,,33.00
99999,28450,201705022120,320.00,11.00,,,,,,,,,,,,,,,,,34.00,25.00,,30.30,,,,,,,,
99999,28450,201705022150,320.00,10.00,,,,,,,,,,,,,,,,,34.00,23.00,,30.30,,,,,,,,
99999,28450,201705022200,311.00,11.00,21.00,,,,,,31.20,,,,,0.00,,,,,34.00,24.00,1028.10,,1002.60,,,,,,,33.00
99999,28450,201705022220,330.00,11.00,,,,,,,,,,,,,,,,,34.00,23.00,,30.30,,,,,,,,
99999,28450,201705022250,340.00,9.00,,,,,,,,,,,,,,,,,34.00,25.00,,30.30,,,,,,,,
99999,28450,201705022300,306.00,8.00,13.00,,,,,,31.20,,,,,0.00,,,,,33.00,24.00,1028.30,,1002.80,,,,,,,33.00
99999,28450,201705022320,330.00,10.00,,,,,,,,,,,,,,,,,34.00,25.00,,30.33,,,,,,,,
99999,28450,201705022350,320.00,8.00,,55.00,,,,,6.20,,,,,,,,,,34.00,25.00,,30.33,,,,,,,,
99999,28450,201705030000,302.00,8.00,13.00,,,,,,31.20,,,,,0.00,,,,0.00,34.00,25.00,1028.70,,1003.20,,,,,,,33.00
99999,28450,201705030020,320.00,9.00,,55.00,,,,,6.20,,,,,,,,,,36.00,27.00,,30.33,,,,,,,,
99999,28450,201705030050,310.00,9.00,,55.00,,,,,6.20,,,,,,,,,,36.00,27.00,,30.33,,,,,,,,
99999,28450,201705030100,295.00,9.00,15.00,,,,,,31.20,,,,,0.00,,,,,35.00,27.00,1028.80,,1003.40,,,,,,,33.00
99999,28450,201705030120,320.00,9.00,,,,,,,,,,,,,,,,,36.00,27.00,,30.33,,,,,,,,
99999,28450,201705030150,320.00,9.00,,,,,,,,,,,,,,,,,36.00,27.00,,30.33,,,,,,,,
99999,28450,201705030200,306.00,10.00,16.00,,,,,,31.20,,,,,0.00,,,,,35.00,27.00,1029.10,,1003.70,,,,,,,33.00
99999,28450,201705030220,330.00,9.00,,,,,,,,,,,,,,,,,36.00,27.00,,30.36,,,,,,,,
99999,28450,201705030250,330.00,10.00,,,,,,,,,,,,,,,,,36.00,27.00,,30.36,,,,,,,,
99999,28450,201705030300,312.00,11.00,20.00,,,,,,31.20,,,,,0.00,,,,0.00,36.00,27.00,1029.60,,1004.20,,,,,,,33.00
99999,28450,201705030320,990.00,10.00,,,,,,,,,,,,,,,,,36.00,27.00,,30.36,,,,,,,,
99999,28450,201705030400,314.00,11.00,16.00,,,,,,31.20,,,,,0.00,,,,,36.00,27.00,1029.90,,1004.50,,,,,,,33.00
99999,28450,201705030420,330.00,10.00,,52.00,,,,,6.20,,,,,,,,,,36.00,27.00,,30.36,,,,,,,,
99999,28450,201705030450,330.00,11.00,,53.00,,,,,6.20,,,,,,,,,,36.00,27.00,,30.39,,,,,,,,
99999,28450,201705030500,313.00,12.00,19.00,,,,,,31.20,,,,,0.00,,,,,36.00,27.00,1030.60,,1005.20,,,,,,,33.00
99999,28450,201705030520,330.00,13.00,,53.00,,,,,6.20,,,,,,,,,,36.00,27.00,,30.39,,,,,,,,
99999,28450,201705030550,340.00,10.00,,49.00,,,,,6.20,,,,,,,,,,36.00,27.00,,30.39,,,,,,,,
99999,28450,201705030600,324.00,9.00,15.00,,BKN,,,,31.20,15.00,,,,,,,,2.00,37.00,27.00,1031.20,,1005.90,37.00,33.00,,,,,33.00
99999,28450,201705030620,340.00,13.00,,49.00,,,,,6.20,16.00,,,,,,,,,37.00,27.00,,30.42,,,,,,,,
99999,28450,201705030650,340.00,11.00,,27.00,,,,,6.20,16.00,,,,,,,,,37.00,27.00,,30.42,,,,,,,,
99999,28450,201705030700,331.00,11.00,20.00,,,,,,28.00,,,,,0.00,,,,,37.00,27.00,1031.80,,1006.50,,,,,,,33.00
99999,28450,201705030720,340.00,11.00,,28.00,,,,,6.20,16.00,,,,,,,,,37.00,27.00,,30.42,,,,,,,,
99999,28450,201705030750,330.00,13.00,,34.00,,,,,6.20,,,,,,,,,,37.00,28.00,,30.45,,,,,,,,
99999,28450,201705030800,320.00,10.00,16.00,,,,,,29.20,,,,,0.00,,,,,38.00,27.00,1032.60,,1007.30,,,,,,,33.00
99999,28450,201705030820,330.00,10.00,,34.00,,,,,6.20,,,,,,,,,,37.00,27.00,,30.45,,,,,,,,
99999,28450,201705030850,340.00,13.00,,38.00,,,,,6.20,,,,,,,,,,37.00,27.00,,30.45,,,,,,,,
99999,28450,201705030900,334.00,10.00,18.00,,,,,,24.90,,,,,0.00,,,,0.00,39.00,25.00,1033.30,,1008.00,,,,,,,33.00
99999,28450,201705030920,350.00,17.00,,45.00,,,,,6.20,,,,,,,,,,39.00,27.00,,30.47,,,,,,,,
99999,28450,201705030950,350.00,16.00,,35.00,,,,,6.20,,,,,,,,,,37.00,23.00,,30.47,,,,,,,,
99999,28450,201705031000,353.00,10.00,16.00,,,,,,30.00,,,,,0.00,,,,,38.00,24.00,1034.20,,1008.80,,,,,,,33.00
99999,28450,201705031020,360.00,15.00,,42.00,,,,,6.20,,,,,,,,,,37.00,25.00,,30.50,,,,,,,,
99999,28450,201705031050,350.00,15.00,,35.00,,,,,6.20,,,,,,,,,,37.00,25.00,,30.50,,,,,,,,
99999,28450,201705031100,334.00,12.00,21.00,,,,,,29.80,,,,,0.00,,,,,38.00,23.00,1034.80,,1009.40,,,,,,,32.00
99999,28450,201705031120,350.00,16.00,,36.00,,,,,6.20,,,,,,,,,,37.00,23.00,,30.50,,,,,,,,
99999,28450,201705031150,340.00,14.00,,36.00,,,,,6.20,,,,,,,,,,37.00,23.00,,30.53,,,,,,,,
99999,28450,201705031200,333.00,11.00,18.00,,BKN,,,,31.20,2.00,,,,,,,,2.00,37.00,23.00,1035.50,,1010.10,,,,,,,32.00
99999,28450,201705031220,340.00,13.00,,38.00,,,,,6.20,,,,,,,,,,37.00,21.00,,30.53,,,,,,,,
99999,28450,201705031250,350.00,13.00,,41.00,,,,,6.20,,,,,,,,,,37.00,21.00,,30.53,,,,,,,,
99999,28450,201705031300,343.00,9.00,18.00,,,,,,30.00,,,,,0.00,,,,,38.00,23.00,1035.90,,1010.50,,,,,,,32.00
99999,28450,201705031320,340.00,14.00,,41.00,,,,,6.20,,,,,,,,,,37.00,21.00,,30.53,,,,,,,,
99999,28450,201705031350,350.00,14.00,,39.00,,,,,6.20,,,,,,,,,,37.00,23.00,,30.56,,,,,,,,
99999,28450,201705031400,320.00,11.00,17.00,,,,,,30.00,,,,,0.00,,,,,38.00,22.00,1036.30,,1010.90,,,,,,,32.00
99999,28450,201705031420,320.00,11.00,,40.00,,,,,6.20,,,,,,,,,,37.00,21.00,,30.56,,,,,,,,
99999,28450,201705031450,330.00,10.00,,43.00,,,,,6.20,,,,,,,,,,37.00,21.00,,30.56,,,,,,,,
99999,28450,201705031500,316.00,9.00,16.00,,,,,,30.60,,,,,0.00,,,,0.00,38.00,21.00,1036.50,,1011.10,,,,,,,32.00
99999,28450,201705031520,340.00,10.00,,43.00,,,,,6.20,,,,,,,,,,37.00,21.00,,30.56,,,,,,,,
99999,28450,201705031550,330.00,9.00,,42.00,,,,,6.20,,,,,,,,,,37.00,21.00,,30.56,,,,,,,,
99999,28450,201705031600,329.00,8.00,14.00,,,,,,31.20,,,,,0.00,,,,,38.00,21.00,1036.80,,1011.30,,,,,,,32.00
99999,28450,201705031620,340.00,11.00,,42.00,,,,,6.20,,,,,,,,,,37.00,21.00,,30.56,,,,,,,,
99999,28450,201705031650,340.00,9.00,,42.00,,,,,6.20,,,,,,,,,,37.00,23.00,,30.56,,,,,,,,
99999,28450,201705031700,327.00,7.00,13.00,,,,,,31.20,,,,,0.00,,,,,37.00,22.00,1036.80,,1011.30,,,,,,,32.00
99999,28450,201705031720,340.00,9.00,,41.00,,,,,6.20,,,,,,,,,,37.00,23.00,,30.56,,,,,,,,
99999,28450,201705031750,340.00,8.00,,41.00,,,,,6.20,,,,,,,,,,36.00,23.00,,30.56,,,,,,,,
99999,28450,201705031800,328.00,6.00,,,,,,,31.20,,,,,0.00,,,,0.00,37.00,22.00,1037.10,,1011.50,39.00,37.00,,,,,32.00
99999,28450,201705031820,340.00,8.00,,40.00,,,,,6.20,,,,,,,,,,36.00,23.00,,30.56,,,,,,,,
99999,28450,201705031850,340.00,8.00,,,,,,,6.20,,,,,,,,,,36.00,23.00,,30.59,,,,,,,,
99999,28450,201705031900,326.00,5.00,,,,,,,31.20,,,,,0.00,,,,,35.00,23.00,1037.50,,1011.90,,,,,,,32.00
99999,28450,201705031920,340.00,7.00,,38.00,,,,,6.20,,,,,,,,,,34.00,23.00,,30.59,,,,,,,,
99999,28450,201705031950,340.00,8.00,,,,,,,6.20,,,,,,,,,,34.00,23.00,,30.59,,,,,,,,
99999,28450,201705032000,324.00,6.00,,,,,,,31.20,,,,,0.00,,,,,34.00,23.00,1037.60,,1012.00,,,,,,,32.00
99999,28450,201705032020,350.00,7.00,,,,,,,6.20,,,,,,,,,,32.00,23.00,,30.59,,,,,,,,
99999,28450,201705032050,330.00,5.00,,,,,,,,,,,,,,,,,32.00,21.00,,30.59,,,,,,,,
99999,28450,201705032100,323.00,5.00,,,,,,,31.20,,,,,0.00,,,,0.00,32.00,22.00,1037.50,,1011.80,,,,,,,32.00
99999,28450,201705032120,330.00,6.00,,,,,,,,,,,,,,,,,32.00,21.00,,30.59,,,,,,,,
99999,28450,201705032150,330.00,5.00,,,,,,,,,,,,,,,,,32.00,21.00,,30.59,,,,,,,,
99999,28450,201705032200,315.00,5.00,,,,,,,31.20,,,,,0.00,,,,,32.00,22.00,1037.50,,1011.80,,,,,,,32.00
99999,28450,201705032220,300.00,3.00,,,,,,,,,,,,,,,,,32.00,21.00,,30.56,,,,,,,,
99999,28450,201705032250,310.00,3.00,,,,,,,,,,,,,,,,,30.00,21.00,,30.56,,,,,,,,
